,answer,intent
16,"Vợ, chồng có thể ủy quyền cho nhau xác lập, thực hiện và chấm dứt giao dịch mà theo quy định của Luật này, Bộ luật dân sự và các luật khác có liên quan phải có sự đồng ý của cả hai vợ chồng.",3_24_2
17,"Vợ, chồng đại diện cho nhau khi một bên mất năng lực hành vi dân sự mà bên kia có đủ điều kiện làm người giám hộ hoặc khi một bên bị hạn chế năng lực hành vi dân sự mà bên kia được Tòa án chỉ định làm người đại diện theo pháp luật cho người đó, trừ trường hợp theo quy định của pháp luật thì người đó phải tự mình thực hiện quyền, nghĩa vụ có liên quan.",3_24_3
18,"Trong trường hợp một bên vợ, chồng mất năng lực hành vi dân sự mà bên kia có yêu cầu Tòa án giải quyết ly hôn thì căn cứ vào quy định về giám hộ trong Bộ luật dân sự, Tòa án chỉ định người khác đại diện cho người bị mất năng lực hành vi dân sự để giải quyết việc ly hôn.",3_24_3
19,"Trừ trường hợp theo quy định của pháp luật, khi một bên vợ, chồng mất năng lực hành vi dân sự mà bên kia được Tòa án chỉ định làm người đại diện theo pháp luật cho người đó, người đó phải tự mình thực hiện quyền, nghĩa vụ có liên quan.",3_24_3
20,"Trong trường hợp vợ, chồng kinh doanh chung, vợ, chồng trực tiếp tham gia quan hệ kinh doanh là người đại diện hợp pháp của nhau trong quan hệ kinh doanh đó, trừ trường hợp trước khi tham gia quan hệ kinh doanh, vợ chồng có thỏa thuận khác hoặc Luật này và các luật liên quan có quy định khác.",3_25_1
21,"Trong trường hợp vợ, chồng đưa tài sản chung vào kinh doanh, áp dụng quy định tại Điều 36 của Luật này.",3_25_2
22,"Việc đại diện giữa vợ và chồng trong việc xác lập, thực hiện và chấm dứt giao dịch liên quan đến tài sản chung có giấy chứng nhận quyền sở hữu, giấy chứng nhận quyền sử dụng tài sản chỉ ghi tên vợ hoặc chồng được thực hiện theo quy định tại Điều 24 và Điều 25 của Luật này.",3_26_1
23,"Trong trường hợp vợ hoặc chồng có tên trên giấy chứng nhận quyền sở hữu, giấy chứng nhận quyền sử dụng tài sản tự mình xác lập, thực hiện và chấm dứt giao dịch với người thứ ba trái với quy định về đại diện giữa vợ và chồng của Luật này thì giao dịch đó vô hiệu, trừ trường hợp theo quy định của pháp luật mà người thứ ba ngay tình được bảo vệ quyền lợi.",3_26_2
24,"Trong trường hợp vợ, chồng kinh doanh chung, vợ, chồng trực tiếp tham gia quan hệ kinh doanh là người đại diện hợp pháp của nhau trong quan hệ kinh doanh đó, trừ trường hợp trước khi tham gia quan hệ kinh doanh, vợ chồng có thỏa thuận khác hoặc Luật này và các luật liên quan có quy định khác.",3_25_1
25,"Trong trường hợp vợ, chồng đưa tài sản chung vào kinh doanh, áp dụng quy định tại Điều 36 của Luật này.",3_25_2
26,"Việc đại diện giữa vợ và chồng trong việc xác lập, thực hiện và chấm dứt giao dịch liên quan đến tài sản chung có giấy chứng nhận quyền sở hữu, giấy chứng nhận quyền sử dụng tài sản chỉ ghi tên vợ hoặc chồng được thực hiện theo quy định tại Điều 24 và Điều 25 của Luật này.",3_26_1
27,"Trong trường hợp vợ hoặc chồng có tên trên giấy chứng nhận quyền sở hữu, giấy chứng nhận quyền sử dụng tài sản tự mình xác lập, thực hiện và chấm dứt giao dịch với người thứ ba trái với quy định về đại diện giữa vợ và chồng của Luật này thì giao dịch đó vô hiệu, trừ trường hợp theo quy định của pháp luật mà người thứ ba ngay tình được bảo vệ quyền lợi.",3_26_2
28,"Vợ, chồng chịu trách nhiệm liên đới đối với giao dịch do một bên thực hiện quy định tại khoản 1 Điều 30 hoặc giao dịch khác phù hợp với quy định về đại diện tại các điều 24, 25 và 26 của Luật này.",3_27_1
29,"Vợ, chồng chịu trách nhiệm liên đới về các nghĩa vụ quy định tại Điều 37 của Luật này.",3_27_2
30,Vợ chồng có quyền lựa chọn áp dụng chế độ tài sản theo luật định hoặc chế độ tài sản theo thỏa thuận.,3_28_1
31,Chế độ tài sản của vợ chồng theo luật định được thực hiện theo quy định tại các điều từ Điều 33 đến Điều 46 và từ Điều 59 đến Điều 64 của Luật này.,3_28_1
32,"Chế độ tài sản của vợ chồng theo thỏa thuận được thực hiện theo quy định tại các điều 47, 48, 49, 50 và 59 của Luật này.",3_28_1
33,"Các quy định tại các điều 29, 30, 31 và 32 của Luật này được áp dụng không phụ thuộc vào chế độ tài sản mà vợ chồng đã lựa chọn.",3_28_2
34,Chính phủ quy định chi tiết về chế độ tài sản của vợ chồng.,3_28_3
35,"Nguyên tắc chung về chế độ tài sản của vợ chồng nêu rõ rằng vợ, chồng bình đẳng với nhau về quyền, nghĩa vụ trong việc tạo lập, chiếm hữu, sử dụng, định đoạt tài sản chung; không phân biệt giữa lao động trong gia đình và lao động có thu nhập.",3_29_1
36,"Vợ, chồng có nghĩa vụ bảo đảm điều kiện để đáp ứng nhu cầu thiết yếu của gia đình.",3_29_2
37,"Việc thực hiện quyền, nghĩa vụ về tài sản của vợ chồng mà xâm phạm đến quyền, lợi ích hợp pháp của vợ, chồng, gia đình và của người khác thì phải bồi thường.",3_29_3
38,"Vợ, chồng có quyền, nghĩa vụ thực hiện giao dịch nhằm đáp ứng nhu cầu thiết yếu của gia đình.",3_30_1
39,"Trong trường hợp vợ chồng không có tài sản chung hoặc tài sản chung không đủ để đáp ứng nhu cầu thiết yếu của gia đình thì vợ, chồng có nghĩa vụ đóng góp tài sản riêng theo khả năng kinh tế của mỗi bên.",3_30_2
40,"Việc xác lập, thực hiện, chấm dứt các giao dịch liên quan đến nhà là nơi ở duy nhất của vợ chồng phải có sự thỏa thuận của vợ chồng. Trong trường hợp nhà ở thuộc sở hữu riêng của vợ hoặc chồng thì chủ sở hữu có quyền xác lập, thực hiện, chấm dứt giao dịch liên quan đến tài sản đó nhưng phải bảo đảm chỗ ở cho vợ chồng.",3_31
41,"Trong giao dịch với người thứ ba ngay tình thì vợ, chồng là người đứng tên tài khoản ngân hàng, tài khoản chứng khoán được coi là người có quyền xác lập, thực hiện giao dịch liên quan đến tài sản đó.",3_32_1
42,"Trong giao dịch với người thứ ba ngay tình thì vợ, chồng đang chiếm hữu động sản mà theo quy định của pháp luật không phải đăng ký quyền sở hữu được coi là người có quyền xác lập, thực hiện giao dịch liên quan đến tài sản đó trong trường hợp Bộ luật dân sự có quy định về việc bảo vệ người thứ ba ngay tình.",3_32_2
43,"Tài sản chung của vợ chồng gồm tài sản do vợ, chồng tạo ra, thu nhập do lao động, hoạt động sản xuất, kinh doanh, hoa lợi, lợi tức phát sinh từ tài sản riêng và thu nhập hợp pháp khác trong thời kỳ hôn nhân, trừ trường hợp được quy định tại khoản 1 Điều 40 của Luật này; tài sản mà vợ chồng được thừa kế chung hoặc được tặng cho chung và tài sản khác mà vợ chồng thỏa thuận là tài sản chung. Quyền sử dụng đất mà vợ, chồng có được sau khi kết hôn là tài sản chung của vợ chồng, trừ trường hợp vợ hoặc chồng được thừa kế riêng, được tặng cho riêng hoặc có được thông qua giao dịch bằng tài sản riêng.",3_33_1
44,"Tài sản chung của vợ chồng thuộc sở hữu chung hợp nhất, được dùng để bảo đảm nhu cầu của gia đình, thực hiện nghĩa vụ chung của vợ chồng.",3_33_2
45,"Trong trường hợp không có căn cứ để chứng minh tài sản mà vợ, chồng đang có tranh chấp là tài sản riêng của mỗi bên thì tài sản đó được coi là tài sản chung.",3_33_3
46,"Trong trường hợp tài sản thuộc sở hữu chung của vợ chồng mà pháp luật quy định phải đăng ký quyền sở hữu, quyền sử dụng thì giấy chứng nhận quyền sở hữu, giấy chứng nhận quyền sử dụng phải ghi tên cả hai vợ chồng, trừ trường hợp vợ chồng có thỏa thuận khác.",3_34_1
47,"Trong trường hợp giấy chứng nhận quyền sở hữu, giấy chứng nhận quyền sử dụng tài sản chỉ ghi tên một bên vợ hoặc chồng thì giao dịch liên quan đến tài sản này được thực hiện theo quy định tại Điều 26 của Luật này; nếu có tranh chấp về tài sản đó thì được giải quyết theo quy định tại khoản 3 Điều 33 của Luật này.",3_34_2
48,"Việc chiếm hữu, sử dụng, định đoạt tài sản chung do vợ chồng thỏa thuận.",3_35_1
49,Việc định đoạt tài sản chung phải có sự thỏa thuận bằng văn bản của vợ chồng trong những trường hợp sau đây:a) Bất động sản;b) Động sản mà theo quy định của pháp luật phải đăng ký quyền sở hữu;c) Tài sản đang là nguồn tạo ra thu nhập chủ yếu của gia đình.,3_35_2
50,Trong trường hợp vợ chồng có thỏa thuận về việc một bên đưa tài sản chung vào kinh doanh thì người này có quyền tự mình thực hiện giao dịch liên quan đến tài sản chung đó. Thỏa thuận này phải lập thành văn bản.,3_36
51,"Vợ chồng có các nghĩa vụ chung về tài sản sau đây:1. Nghĩa vụ phát sinh từ giao dịch do vợ chồng cùng thỏa thuận xác lập, nghĩa vụ bồi thường thiệt hại mà theo quy định của pháp luật vợ chồng cùng phải chịu trách nhiệm;2. Nghĩa vụ do vợ hoặc chồng thực hiện nhằm đáp ứng nhu cầu thiết yếu của gia đình;3. Nghĩa vụ phát sinh từ việc chiếm hữu, sử dụng, định đoạt tài sản chung;4. Nghĩa vụ phát sinh từ việc sử dụng tài sản riêng để duy trì, phát triển khối tài sản chung hoặc để tạo ra nguồn thu nhập chủ yếu của gia đình;5. Nghĩa vụ bồi thường thiệt hại do con gây ra mà theo quy định của Bộ luật dân sự thì cha mẹ phải bồi thường;6. Nghĩa vụ khác theo quy định của các luật có liên quan.",3_37_1
52,Nghĩa vụ phát sinh từ giao dịch do vợ chồng cùng thỏa thuận xác lập là một trong các nghĩa vụ chung về tài sản. Vợ chồng cùng phải chịu trách nhiệm và nghĩa vụ bồi thường thiệt hại theo quy định của pháp luật.,3_37_1
53,Nghĩa vụ do vợ hoặc chồng thực hiện nhằm đáp ứng nhu cầu thiết yếu của gia đình là một trong những nghĩa vụ chung về tài sản. Điều này đồng nghĩa với việc vợ chồng phải có trách nhiệm đóng góp tài sản riêng theo khả năng kinh tế của mỗi bên nếu tài sản chung không đủ.,3_37_2
54,"Nghĩa vụ phát sinh từ việc chiếm hữu, sử dụng, định đoạt tài sản chung là một trong những nghĩa vụ chung về tài sản của vợ chồng. Việc này phải được thỏa thuận bằng văn bản giữa vợ chồng, và đối với những trường hợp nhất định như bất động sản, động sản đăng ký quyền sở hữu, và tài sản là nguồn thu nhập chủ yếu, thì phải có sự thỏa thuận bằng văn bản.",3_37_3
55,"Nghĩa vụ phát sinh từ việc sử dụng tài sản riêng để duy trì, phát triển khối tài sản chung là một trong những nghĩa vụ chung về tài sản. Vợ chồng có nghĩa vụ sử dụng tài sản riêng của mình để duy trì và phát triển tài sản chung theo khả năng kinh tế của mỗi bên.",3_37_4
56,"Nghĩa vụ phát sinh từ việc bồi thường thiệt hại do con gây ra là một trong các nghĩa vụ chung về tài sản của vợ chồng. Theo quy định của Bộ luật dân sự, cha mẹ phải chịu trách nhiệm và bồi thường thiệt hại do con gây ra.",3_37_5
57,"Nghĩa vụ phát sinh từ việc sử dụng tài sản riêng để tạo ra nguồn thu nhập chủ yếu của gia đình là một trong những nghĩa vụ chung về tài sản. Vợ chồng có nghĩa vụ sử dụng tài sản riêng của mình nhằm mục đích tạo ra nguồn thu nhập chủ yếu của gia đình, và việc này phải tuân thủ theo quy định của pháp luật.",3_37_4
58,"Nghĩa vụ chung của vợ chồng có các điều kiện để thực hiện bao gồm việc thỏa thuận xác lập và thực hiện giao dịch, sử dụng tài sản riêng để đáp ứng nhu cầu thiết yếu của gia đình, chiếm hữu, sử dụng, định đoạt tài sản chung, và sử dụng tài sản riêng để duy trì, phát triển khối tài sản chung hoặc để tạo ra nguồn thu nhập chủ yếu của gia đình.",3_37_1
59,"Nghĩa vụ chung của vợ chồng có thể bị bồi thường trong trường hợp vi phạm quy định của pháp luật, thường là thông qua việc bồi thường thiệt hại phát sinh từ giao dịch và các nghĩa vụ khác theo quy định của các luật có liên quan.",3_37_5
60,"Trong thời kỳ hôn nhân, vợ chồng có quyền thỏa thuận chia một phần hoặc toàn bộ tài sản chung. Nếu không thỏa thuận được, họ có quyền yêu cầu Tòa án giải quyết theo quy định của Luật.",3_38_1
61,Thỏa thuận về việc chia tài sản chung phải được lập thành văn bản và được công chứng theo yêu cầu của vợ chồng hoặc theo quy định của pháp luật.,3_38_2
62,"Trong trường hợp không có thỏa thuận về chia tài sản chung, vợ chồng có quyền yêu cầu Tòa án giải quyết việc chia tài sản chung theo quy định tại Điều 59 của Luật này.",3_38_3
63,Thời điểm có hiệu lực của việc chia tài sản chung của vợ chồng là thời điểm do vợ chồng thỏa thuận và được ghi trong văn bản; nếu trong văn bản không xác định thời điểm có hiệu lực thì thời điểm có hiệu lực được tính từ ngày lập văn bản.,3_39_1
64,"Trong trường hợp tài sản được chia mà theo quy định của pháp luật, giao dịch liên quan đến tài sản đó phải tuân theo hình thức nhất định thì việc chia tài sản chung của vợ chồng có hiệu lực từ thời điểm việc thỏa thuận tuân thủ hình thức mà pháp luật quy định.",3_39_2
65,"Trong trường hợp Tòa án chia tài sản chung của vợ chồng thì việc chia tài sản chung có hiệu lực kể từ ngày bản án, quyết định của Tòa án có hiệu lực pháp luật.",3_39_3
66,"Quyền, nghĩa vụ về tài sản giữa vợ, chồng với người thứ ba phát sinh trước thời điểm việc chia tài sản chung có hiệu lực vẫn có giá trị pháp lý, trừ trường hợp các bên có thỏa thuận khác.",3_39_4
67,"Trong trường hợp chia tài sản chung của vợ chồng, phần tài sản được chia, hoa lợi, lợi tức phát sinh từ tài sản riêng của mỗi bên sau khi chia tài sản chung là tài sản riêng của vợ, chồng, trừ trường hợp vợ chồng có thỏa thuận khác. Phần tài sản còn lại không chia vẫn là tài sản chung của vợ chồng.",3_40_1
68,"Thỏa thuận của vợ chồng quy định tại khoản 1 Điều này không làm thay đổi quyền, nghĩa vụ về tài sản được xác lập trước đó giữa vợ, chồng với người thứ ba.",3_40_2
69,"Việc chia tài sản chung của vợ chồng không làm thay đổi quyền, nghĩa vụ về tài sản giữa vợ, chồng với người thứ ba, trừ trường hợp các bên có thỏa thuận khác.",3_40_2
70,"Quyền, nghĩa vụ về tài sản giữa vợ, chồng với người thứ ba phát sinh trước thời điểm việc chia tài sản chung có hiệu lực vẫn có giá trị pháp lý, trừ trường hợp các bên có thỏa thuận khác.",3_39_4
71,"Việc chia tài sản chung của vợ chồng không làm thay đổi quyền, nghĩa vụ về tài sản giữa vợ, chồng với người thứ ba, trừ trường hợp các bên có thỏa thuận khác.",3_40_2
72,"Trong trường hợp chia tài sản chung của vợ chồng, phần tài sản được chia, hoa lợi, lợi tức phát sinh từ tài sản riêng của mỗi bên sau khi chia tài sản chung là tài sản riêng của vợ, chồng, trừ trường hợp vợ chồng có thỏa thuận khác. Phần tài sản còn lại không chia vẫn là tài sản chung của vợ chồng.",3_40_1
73,Thỏa thuận của vợ chồng về việc chia tài sản chung phải lập thành văn bản. Văn bản này được công chứng theo yêu cầu của vợ chồng hoặc theo quy định của pháp luật.,3_40_1
74,"Sau khi chia tài sản chung trong thời kỳ hôn nhân, vợ chồng có quyền thỏa thuận chấm dứt hiệu lực của việc chia tài sản chung. Hình thức của thỏa thuận được thực hiện theo quy định tại khoản 2 Điều 38 của Luật này.",3_41_1
75,"Kể từ ngày thỏa thuận của vợ chồng quy định tại khoản 1 Điều này có hiệu lực thì việc xác định tài sản chung, tài sản riêng của vợ chồng được thực hiện theo quy định tại Điều 33 và Điều 43 của Luật này. Phần tài sản mà vợ, chồng đã được chia vẫn thuộc sở hữu riêng của vợ, chồng, trừ trường hợp vợ chồng có thỏa thuận khác.",3_41_2
76,"Quyền, nghĩa vụ về tài sản phát sinh trước thời điểm chấm dứt hiệu lực của việc chia tài sản chung vẫn có hiệu lực, trừ trường hợp các bên có thỏa thuận khác.",3_41_3
77,"Trong trường hợp việc chia tài sản chung trong thời kỳ hôn nhân được thực hiện theo bản án, quyết định có hiệu lực của Tòa án thì thỏa thuận chấm dứt hiệu lực của việc chia tài sản chung phải được Tòa án công nhận.",3_41_4
78,"Việc chia tài sản chung trong thời kỳ hôn nhân bị vô hiệu khi thuộc một trong các trường hợp ảnh hưởng nghiêm trọng đến lợi ích của gia đình; quyền, lợi ích hợp pháp của con chưa thành niên, con đã thành niên mất năng lực hành vi dân sự hoặc không có khả năng lao động và không có tài sản để tự nuôi mình.",3_42_1
79,"Trong trường hợp chia tài sản chung bị vô hiệu, việc chia tài sản ảnh hưởng nghiêm trọng đến lợi ích của gia đình và quyền, lợi ích hợp pháp của con chưa thành niên, con đã thành niên mất năng lực hành vi dân sự hoặc không có khả năng lao động và không có tài sản để tự nuôi mình.",3_42_1
80,"Việc chia tài sản chung trong thời kỳ hôn nhân bị vô hiệu nếu có ý đồ trốn tránh thực hiện các nghĩa vụ nuôi dưỡng, cấp dưỡng; bồi thường thiệt hại; thanh toán khi bị Tòa án tuyên bố phá sản; trả nợ cho cá nhân, tổ chức; nộp thuế hoặc nghĩa vụ tài chính khác đối với Nhà nước; và nghĩa vụ khác về tài sản theo quy định của Luật này, Bộ luật dân sự và quy định khác của pháp luật có liên quan.",3_42_2
81,"Cần tránh việc trốn tránh thực hiện các nghĩa vụ nuôi dưỡng, cấp dưỡng; bồi thường thiệt hại; thanh toán khi bị Tòa án tuyên bố phá sản; trả nợ cho cá nhân, tổ chức; nộp thuế hoặc nghĩa vụ tài chính khác đối với Nhà nước; và nghĩa vụ khác về tài sản theo quy định của Luật này, Bộ luật dân sự và quy định khác của pháp luật có liên quan.",3_42_2
82,"Tài sản riêng của vợ, chồng bao gồm tài sản mà mỗi người có trước khi kết hôn; tài sản được thừa kế riêng, được tặng cho riêng trong thời kỳ hôn nhân; tài sản được chia riêng cho vợ, chồng theo quy định tại các điều 38, 39 và 40 của Luật này; tài sản phục vụ nhu cầu thiết yếu của vợ, chồng và tài sản khác mà theo quy định của pháp luật thuộc sở hữu riêng của vợ, chồng.",3_43_1
83,"Tài sản hình thành từ tài sản riêng của vợ, chồng cũng là tài sản riêng của vợ, chồng. Hoa lợi, lợi tức phát sinh từ tài sản riêng trong thời kỳ hôn nhân được thực hiện theo quy định tại khoản 1 Điều 33 và khoản 1 Điều 40 của Luật này.",3_43_2
84,"Vợ, chồng có quyền chiếm hữu, sử dụng, định đoạt tài sản riêng của mình; nhập hoặc không nhập tài sản riêng vào tài sản chung.",3_44_1
85,Trong trường hợp vợ hoặc chồng không thể tự mình quản lý tài sản riêng và cũng không ủy quyền cho người khác quản lý thì bên kia có quyền quản lý tài sản đó. Việc quản lý tài sản phải bảo đảm lợi ích của người có tài sản.,3_44_2
86,Nghĩa vụ riêng về tài sản của mỗi người được thanh toán từ tài sản riêng của người đó.,3_44_3
87,"Trong trường hợp vợ, chồng có tài sản riêng mà hoa lợi, lợi tức từ tài sản riêng đó là nguồn sống duy nhất của gia đình thì việc định đoạt tài sản này phải có sự đồng ý của chồng, vợ.",3_44_4
88,"Vợ, chồng có quyền nhập hoặc không nhập tài sản riêng vào tài sản chung.",3_44_4
89,"Tài sản riêng của vợ, chồng bao gồm tài sản mà mỗi người có trước khi kết hôn; tài sản được thừa kế riêng, được tặng cho riêng trong thời kỳ hôn nhân; tài sản được chia riêng cho vợ, chồng theo quy định tại các điều 38, 39 và 40 của Luật này; tài sản phục vụ nhu cầu thiết yếu của vợ, chồng và tài sản khác mà theo quy định của pháp luật thuộc sở hữu riêng của vợ, chồng.",3_43_1
90,Việc quản lý tài sản riêng cần bảo đảm lợi ích của người có tài sản.,3_44_2
91,Trong trường hợp vợ hoặc chồng không thể tự mình quản lý tài sản riêng và cũng không ủy quyền cho người khác quản lý thì bên kia có quyền quản lý tài sản đó. Việc quản lý tài sản phải bảo đảm lợi ích của người có tài sản.,3_44_2
92,"Vợ, chồng có những nghĩa vụ riêng về tài sản bao gồm: nghĩa vụ của mỗi bên vợ, chồng có trước khi kết hôn; nghĩa vụ phát sinh từ việc chiếm hữu, sử dụng, định đoạt tài sản riêng, trừ trường hợp nghĩa vụ phát sinh trong việc bảo quản, duy trì, tu sửa tài sản riêng của vợ, chồng theo quy định tại khoản 4 Điều 44 hoặc quy định tại khoản 4 Điều 37 của Luật này; nghĩa vụ phát sinh từ giao dịch do một bên xác lập, thực hiện không vì nhu cầu của gia đình; nghĩa vụ phát sinh từ hành vi vi phạm pháp luật của vợ, chồng.",3_45_2
93,"Việc nhập tài sản riêng của vợ, chồng vào tài sản chung được thực hiện theo thỏa thuận của vợ chồng.",3_46_1
94,"Tài sản được nhập vào tài sản chung mà theo quy định của pháp luật, giao dịch liên quan đến tài sản đó phải tuân theo hình thức nhất định thì thỏa thuận phải bảo đảm hình thức đó.",3_46_2
95,"Nghĩa vụ liên quan đến tài sản riêng đã nhập vào tài sản chung được thực hiện bằng tài sản chung, trừ trường hợp vợ chồng có thỏa thuận khác hoặc pháp luật có quy định khác.",3_46_3
96,"Việc chia tài sản chung trong thời kỳ hôn nhân trở nên vô hiệu khi thuộc một trong các trường hợp sau đây: 1) Ảnh hưởng nghiêm trọng đến lợi ích của gia đình; quyền, lợi ích hợp pháp của con chưa thành niên, con đã thành niên mất năng lực hành vi dân sự hoặc không có khả năng lao động và không có tài sản để tự nuôi mình; 2) Nhằm trốn tránh thực hiện các nghĩa vụ nuôi dưỡng, cấp dưỡng; bồi thường thiệt hại; thanh toán khi bị Tòa án tuyên bố phá sản; trả nợ cho cá nhân, tổ chức; nộp thuế hoặc nghĩa vụ tài chính khác đối với Nhà nước; nghĩa vụ khác về tài sản theo quy định của Luật này, Bộ luật dân sự và quy định khác của pháp luật có liên quan.",3_47
97,"Các nghĩa vụ của vợ, chồng phát sinh từ việc chiếm hữu, sử dụng, định đoạt tài sản riêng bao gồm nghĩa vụ phát sinh trong việc bảo quản, duy trì, tu sửa tài sản riêng của vợ, chồng theo quy định tại khoản 4 Điều 44 hoặc quy định tại khoản 4 Điều 37 của Luật này.",3_45_2
98,"Nghĩa vụ riêng về tài sản của vợ, chồng có nhiều mức độ, bao gồm nghĩa vụ của mỗi bên vợ, chồng có trước khi kết hôn; nghĩa vụ phát sinh từ việc chiếm hữu, sử dụng, định đoạt tài sản riêng; nghĩa vụ phát sinh từ giao dịch do một bên xác lập, thực hiện không vì nhu cầu của gia đình; nghĩa vụ phát sinh từ hành vi vi phạm pháp luật của vợ, chồng.",3_45_1
99,"Sau khi chia tài sản chung trong thời kỳ hôn nhân, vợ chồng có quyền thỏa thuận chấm dứt hiệu lực của việc chia tài sản chung. Hình thức của thỏa thuận được thực hiện theo quy định tại khoản 2 Điều 38 của Luật này.",3_41_1
100,"Trong trường hợp thỏa thuận chấm dứt hiệu lực của việc chia tài sản chung sau khi chia tài sản chung trong thời kỳ hôn nhân có hiệu lực, thì việc này phải được Tòa án công nhận.",3_41_4
101,"Sau khi chia tài sản chung trong thời kỳ hôn nhân, phần tài sản được chia, hoa lợi, lợi tức phát sinh từ tài sản riêng của mỗi bên là tài sản riêng của vợ, chồng, trừ trường hợp vợ chồng có thỏa thuận khác. Phần tài sản còn lại không chia vẫn là tài sản chung của vợ chồng.",3_41_2
102,Thời điểm có hiệu lực của việc chia tài sản chung của vợ chồng là thời điểm do vợ chồng thỏa thuận và được ghi trong văn bản; nếu trong văn bản không xác định thời điểm có hiệu lực thì thời điểm có hiệu lực được tính từ ngày lập văn bản.,3_39_1
103,"Thỏa thuận xác lập chế độ tài sản của vợ chồng cần được lập trước khi kết hôn, bằng hình thức văn bản có công chứng hoặc chứng thực. Chế độ tài sản của vợ chồng theo thỏa thuận được xác lập kể từ ngày đăng ký kết hôn.",3_47
104,"Nội dung cơ bản của thỏa thuận về chế độ tài sản bao gồm: a) Tài sản được xác định là tài sản chung, tài sản riêng của vợ, chồng; b) Quyền, nghĩa vụ của vợ chồng đối với tài sản chung, tài sản riêng và giao dịch có liên quan; tài sản để bảo đảm nhu cầu thiết yếu của gia đình; c) Điều kiện, thủ tục và nguyên tắc phân chia tài sản khi chấm dứt chế độ tài sản; d) Nội dung khác có liên quan.",3_48_1
105,"Khi thực hiện chế độ tài sản theo thỏa thuận mà phát sinh những vấn đề chưa được vợ chồng thỏa thuận hoặc thỏa thuận không rõ ràng thì áp dụng quy định tại các điều 29, 30, 31 và 32 của Luật này và quy định tương ứng của chế độ tài sản theo luật định.",3_48_2
106,"Vợ chồng có quyền sửa đổi, bổ sung thỏa thuận về chế độ tài sản.",3_49_1
107,"Hình thức sửa đổi, bổ sung nội dung của thỏa thuận về chế độ tài sản theo thỏa thuận được áp dụng theo quy định tại Điều 47 của Luật này.",3_49_2
108,"Thỏa thuận về chế độ tài sản của vợ chồng bị Tòa án tuyên bố vô hiệu khi thuộc một trong các trường hợp sau đây: a) Không tuân thủ điều kiện có hiệu lực của giao dịch được quy định tại Bộ luật dân sự và các luật khác có liên quan; b) Vi phạm một trong các quy định tại các điều 29, 30, 31 và 32 của Luật này; c) Nội dung của thỏa thuận vi phạm nghiêm trọng quyền được cấp dưỡng, quyền được thừa kế và quyền, lợi ích hợp pháp khác của cha, mẹ, con và thành viên khác của gia đình.",3_50_1
